timestamp,user,action,cpu,memory
1786001894.6817713,Emma,Logout,57.71,45.24
1786001894.6817741,Alice,Purchase,37.79,76.09
1786001894.6817763,Bob,Purchase,66.11,36.67
1786001894.681779,Alice,Purchase,62.66,80.1
1786001894.6817818,Charlie,Login,15.79,36.56
1786001894.6817846,Alice,Purchase,50.35,43.43
1786001894.6817875,Emma,Search,27.81,29.59
1786001894.68179,Charlie,View,33.52,63.53
1786001894.681793,Alice,View,50.53,61.33
1786001894.6817956,Charlie,Search,73.78,92.04
1786001894.6817985,Charlie,Login,40.51,92.53
1786001894.6818013,Alice,View,84.27,47.18
1786001894.6818037,Emma,Logout,38.18,36.77
1786001894.6818066,Emma,Logout,56.63,21.2
1786001894.6818092,Emma,Search,51.55,91.22
1786001894.681812,David,Login,88.99,35.46
1786001894.6818144,Bob,Logout,61.29,53.56
1786001894.681817,David,View,47.07,90.86
1786001894.6818197,David,Login,57.57,42.43
1786001894.6818225,Charlie,Purchase,63.18,52.05
1786001894.681825,Bob,Search,73.75,77.82
1786001894.681828,Charlie,Search,55.19,61.43
1786001894.681833,Emma,View,33.62,30.28
1786001894.681836,Bob,Purchase,70.76,20.24
1786001894.681841,David,View,85.7,58.67
1786001894.6818438,David,Purchase,51.39,85.42
1786001894.6818483,Charlie,Logout,37.71,86.2
1786001894.6818511,Charlie,Logout,11.86,89.68
1786001894.681854,Bob,Search,28.13,29.0
1786001894.6818564,Bob,Logout,54.69,51.02
1786001894.681859,Emma,Login,79.39,38.39
1786001894.6818614,Emma,Purchase,65.21,94.53
1786001894.681864,David,Search,87.87,80.94
1786001894.6818721,David,View,11.21,29.94
1786001894.681876,David,Search,44.15,93.06
1786001894.6818788,David,Login,39.46,78.39
1786001894.6818812,Charlie,Logout,70.06,68.83
1786001894.6818838,Bob,View,53.02,75.86
1786001894.6818867,Emma,View,62.62,83.02
1786001894.6818893,Bob,View,34.02,60.14
1786001894.6818924,Alice,Login,15.83,75.63
1786001894.681895,Alice,Purchase,20.51,87.81
1786001894.6818976,Alice,Purchase,80.02,69.44
1786001894.6819003,Emma,Login,39.71,61.14
1786001894.6819026,Bob,View,58.38,61.34
1786001894.6819053,Charlie,Search,20.01,53.51
1786001894.6819077,Charlie,View,39.36,44.85
1786001894.6819103,Charlie,Logout,80.63,54.49
1786001894.6819127,Emma,Login,83.7,70.08
1786001894.6819153,Emma,View,34.07,62.58
1786001894.6819189,Bob,View,79.67,33.1
1786001894.6819212,David,View,21.93,22.69
1786001894.6819239,Alice,Login,13.82,35.11
1786001894.6819267,Emma,Search,14.79,89.72
1786001894.6819296,Charlie,Search,87.78,49.28
1786001894.6819317,David,View,25.46,23.49
1786001894.6819367,David,View,56.28,33.4
1786001894.6819396,Bob,Logout,51.74,56.46
1786001894.6819425,Bob,Purchase,37.86,43.24
1786001894.6819453,David,Purchase,15.02,35.69
1786001894.6819487,Alice,Logout,85.27,32.51
1786001894.6819513,Alice,View,82.96,27.04
1786001894.681954,Emma,Search,57.47,85.73
1786001894.6819565,Charlie,Logout,23.2,93.64
1786001894.6819594,Charlie,Login,12.85,26.0
1786001894.681962,Emma,View,17.11,83.71
1786001894.6819646,Bob,Search,29.37,68.66
1786001894.681967,Emma,Logout,19.87,51.29
1786001894.6819706,David,Logout,65.3,63.91
1786001894.6819754,Charlie,Purchase,46.91,49.14
1786001894.6819782,Alice,Purchase,62.67,44.4
1786001894.6819806,Alice,Search,76.5,85.62
1786001894.6819832,Alice,Login,65.89,46.11
1786001894.681986,David,Purchase,30.78,55.07
1786001894.6819887,Bob,Logout,89.3,66.48
1786001894.681991,David,Search,74.72,20.1
1786001894.6819937,David,Logout,73.37,73.58
1786001894.6819963,David,View,71.94,44.87
1786001894.6819985,Alice,Search,18.02,45.7
1786001894.6820014,Bob,Login,61.92,59.83
1786001894.682004,Charlie,Login,57.11,67.43
1786001894.6820066,Charlie,View,13.17,87.47
1786001894.6820095,Charlie,Purchase,13.84,29.73
1786001894.6820118,Charlie,View,30.62,45.59
1786001894.6820147,Emma,Logout,71.31,44.51
1786001894.6820173,Bob,Search,86.99,79.45
1786001894.6820216,Charlie,View,30.2,33.62
1786001894.6820247,David,Login,50.22,49.27
1786001894.6820295,Emma,Login,39.37,32.89
1786001894.682032,Bob,Login,88.4,73.18
1786001894.682035,Alice,View,18.6,63.19
1786001894.682038,Emma,View,85.01,41.73
1786001894.682041,Emma,View,41.77,67.68
1786001894.6820436,Charlie,Purchase,64.94,59.35
1786001894.6820462,Bob,Search,28.79,67.03
1786001894.6820486,Bob,Purchase,43.69,64.15
1786001894.6820514,Emma,View,49.6,79.02
1786001894.6820538,Alice,Search,27.93,70.42
1786001894.6820562,Alice,View,87.42,78.75
1786001894.682059,Bob,Search,38.66,65.61
1786001894.6820617,David,Search,66.73,62.88
1786001894.6820638,Emma,Search,13.22,62.48
1786001894.6820667,David,Logout,17.39,52.72
1786001894.6820693,Bob,Purchase,81.78,52.2
1786001894.6820724,Charlie,Search,77.88,80.5
1786001894.6820748,Emma,Logout,89.42,76.81
1786001894.6820774,Bob,Logout,15.08,29.03
1786001894.68208,David,Login,56.48,81.54
1786001894.682083,Bob,Logout,14.28,39.2
1786001894.6820853,Alice,View,64.54,76.44
1786001894.6820881,Alice,Purchase,25.85,41.19
1786001894.682093,David,View,67.35,20.44
1786001894.6820958,Charlie,View,23.54,83.95
1786001894.6820984,Bob,View,84.71,74.81
1786001894.6821015,Emma,View,41.88,92.65
1786001894.6821043,Bob,Purchase,40.59,66.49
1786001894.682107,Charlie,Purchase,72.34,23.15
1786001894.6821094,Charlie,View,79.23,62.15
1786001894.682112,Bob,View,81.1,24.26
1786001894.6821163,Bob,View,35.35,58.39
1786001894.6821191,David,Search,77.64,35.1
1786001894.682122,Bob,Logout,18.98,23.61
1786001894.6821253,Charlie,Search,68.57,79.75
1786001894.682128,Charlie,Logout,69.23,28.95
1786001894.68213,Emma,Login,60.04,43.3
1786001894.682133,Bob,Search,28.8,33.69
1786001894.6821356,Bob,Search,74.18,37.09
1786001894.6821382,Bob,View,40.82,81.69
1786001894.6821404,Bob,Logout,42.61,68.86
1786001894.6821432,Alice,Logout,80.26,85.38
1786001894.6821458,Alice,View,68.46,71.98
1786001894.6821487,Charlie,Logout,71.7,42.06
1786001894.682151,David,Search,21.91,63.86
1786001894.6821537,Alice,Purchase,63.96,39.34
1786001894.6821563,Charlie,Login,75.41,59.48
1786001894.682159,David,View,70.0,25.12
1786001894.6821618,Charlie,Login,37.65,81.66
1786001894.6821651,Alice,View,72.7,67.25
1786001894.6821678,David,Purchase,80.31,44.79
1786001894.6821706,Bob,Login,56.7,34.52
1786001894.6821733,Bob,Search,70.14,36.25
1786001894.682176,Bob,View,70.95,72.19
1786001894.6821785,Charlie,Logout,61.58,82.89
1786001894.6821811,Alice,Logout,44.36,79.68
1786001894.682184,Bob,Purchase,88.58,94.19
1786001894.682187,Charlie,View,53.45,71.46
1786001894.6821895,Bob,View,32.6,29.81
1786001894.6821923,Emma,Purchase,84.22,38.21
1786001894.6821952,David,Logout,13.91,81.75
1786001894.6821995,Emma,Logout,28.93,27.88
1786001894.6822026,Alice,Login,33.38,69.62
1786001894.6822069,Emma,Logout,56.16,62.93
1786001894.6822097,David,Search,71.15,88.66
1786001894.6822143,Alice,View,61.73,57.93
1786001894.682217,Bob,Logout,20.69,24.29
1786001894.6822195,Bob,Search,43.06,31.95
1786001894.6822221,Alice,Search,81.99,74.52
1786001894.682225,David,Purchase,69.54,32.76
1786001894.6822274,Alice,View,66.57,45.91
1786001894.6822298,Charlie,Search,16.68,62.71
1786001894.6822324,David,View,22.79,75.26
1786001894.6822348,Bob,View,58.68,33.71
1786001894.6822379,Charlie,Purchase,14.84,83.33
1786001894.6822407,Bob,Search,58.76,85.42
1786001894.6822433,David,View,60.31,59.27
1786001894.682246,Alice,View,64.61,50.73
1786001894.6822484,Bob,View,23.15,24.44
1786001894.682251,Charlie,Search,42.49,79.88
1786001894.6822536,Charlie,Search,31.58,82.59
1786001894.682256,Charlie,Purchase,52.01,62.26
1786001894.6822586,Bob,Purchase,28.98,20.25
1786001894.6822612,David,Purchase,34.27,78.09
1786001894.6822639,Charlie,View,31.5,56.42
1786001894.6822667,Bob,Logout,70.38,79.2
1786001894.6822693,Emma,Search,47.88,92.28
1786001894.682272,Alice,Login,41.17,65.69
1786001894.6822746,Alice,Logout,80.21,59.19
1786001894.6822772,Bob,Login,40.86,81.29
1786001894.6822796,Alice,Search,75.11,90.56
1786001894.6822824,David,Search,16.07,89.63
1786001894.6822853,Alice,Search,85.64,27.5
1786001894.682288,David,View,19.68,67.07
1786001894.68229,Bob,Search,60.89,42.1
1786001894.682295,Emma,View,20.83,87.15
1786001894.6822982,Charlie,Login,81.11,69.06
1786001894.682301,Bob,View,81.47,59.32
1786001894.6823034,Alice,View,76.83,76.59
1786001894.6823063,Charlie,Purchase,42.2,48.66
1786001894.6823087,David,Search,38.39,72.38
1786001894.6823115,Bob,Purchase,11.25,76.05
1786001894.682314,Bob,Search,23.01,84.32
1786001894.6823163,Emma,Search,27.72,22.82
1786001894.6823194,Alice,Login,23.93,33.85
1786001894.6823223,Charlie,Purchase,72.09,85.54
1786001894.6823246,Alice,Purchase,87.38,48.25
1786001894.6823273,Charlie,Logout,77.36,78.27
1786001894.6823318,Emma,Logout,79.51,41.89
1786001894.6823347,David,View,77.73,27.57
1786001894.682339,Alice,Logout,33.23,85.02
1786001894.6823416,David,Search,69.66,72.48
1786001894.6823444,Bob,View,19.55,70.72
1786001894.6823475,Alice,View,34.78,90.63
1786001894.6823502,David,Search,31.16,75.45
1786001894.6823528,Bob,Search,26.24,68.91
1786001894.6823556,David,Purchase,39.56,86.42
1786001894.6823583,Alice,Purchase,31.13,34.44
1786001894.6823611,Charlie,View,84.19,42.08
1786001894.682364,Alice,Logout,71.6,39.36
1786001894.6823664,Bob,View,57.37,86.37
1786001894.682369,David,View,89.98,30.09
1786001894.6823716,David,Purchase,59.77,46.92
1786001894.6823742,Alice,View,84.39,22.24
1786001894.682377,David,Purchase,57.71,58.8
1786001894.6823819,Alice,View,31.24,68.48
1786001894.682385,Charlie,Login,73.83,37.33
1786001894.6823895,Bob,Search,28.54,56.5
1786001894.6823924,Charlie,Logout,54.92,70.11
1786001894.682395,Alice,Search,36.01,62.67
1786001894.6823974,David,Purchase,11.67,39.97
1786001894.6824002,David,Purchase,88.43,63.25
1786001894.682403,Alice,View,34.27,66.26
1786001894.6824055,David,View,55.39,82.54
1786001894.682408,Charlie,Login,55.16,91.66
1786001894.682411,David,Search,58.18,73.96
1786001894.6824138,Bob,View,67.63,83.08
1786001894.6824174,Alice,Purchase,84.78,88.14
1786001894.68242,Bob,Purchase,36.19,87.31
1786001894.6824226,David,Login,83.4,21.85
1786001894.6824253,Emma,Login,76.85,57.61
1786001894.6824284,David,View,81.97,93.06
1786001894.682431,Bob,Login,49.46,35.22
1786001894.6824336,David,Logout,36.47,52.42
1786001894.682436,Alice,Login,84.61,24.0
1786001894.6824389,Charlie,Search,47.9,72.31
1786001894.6824415,David,Search,46.72,60.65
1786001894.6824443,Emma,Search,37.52,49.98
1786001894.6824465,Emma,View,73.48,74.85
1786001894.6824493,Emma,View,54.89,93.9
1786001894.682452,Charlie,Purchase,12.49,45.11
1786001894.682457,Charlie,Purchase,73.13,84.7
1786001894.6824598,Alice,Search,12.12,92.87
1786001894.6824625,David,Search,55.83,55.9
1786001894.6824653,Bob,Search,31.92,41.5
1786001894.6824682,David,Logout,23.21,48.51
1786001894.6824708,Bob,Login,79.3,36.71
1786001894.6824734,Emma,Login,85.12,50.46
1786001894.6824782,Charlie,Logout,44.48,61.43
1786001894.6824808,Emma,Logout,53.13,77.83
1786001894.6824837,Bob,View,18.51,81.55
1786001894.6824863,Alice,Purchase,60.28,67.62
1786001894.682489,Alice,Purchase,52.77,23.46
1786001894.6824913,Emma,Search,20.68,21.88
1786001894.6824942,Charlie,Purchase,42.39,31.72
1786001894.6824965,Emma,Logout,19.73,47.29
1786001894.6825,Charlie,Search,60.38,78.05
1786001894.682502,Emma,Logout,75.38,34.85
1786001894.6825051,Bob,Purchase,47.28,82.84
1786001894.6825075,Charlie,Logout,30.72,77.46
1786001894.68251,Charlie,Logout,58.5,54.3
1786001894.6825123,David,View,56.27,83.98
1786001894.682515,Emma,Login,43.03,45.13
1786001894.6825175,Bob,Search,78.12,39.61
1786001894.68252,Emma,View,74.57,34.11
1786001894.6825225,David,Logout,44.47,21.86
1786001894.6825252,Charlie,Search,71.88,42.33
1786001894.6825278,David,Search,14.84,36.66
1786001894.6825304,David,Purchase,50.24,39.06
1786001894.6825328,Charlie,Search,65.85,62.41
1786001894.6825354,Emma,View,88.11,42.18
1786001894.6825378,Emma,View,23.49,24.92
1786001894.6825402,Bob,Logout,63.27,30.06
1786001894.682543,David,Purchase,69.51,34.52
1786001894.682546,Bob,Login,52.08,72.25
1786001894.6825495,Emma,View,51.82,51.78
1786001894.682552,Charlie,Search,75.38,40.75
1786001894.682555,Charlie,Purchase,37.13,36.97
1786001894.682557,Bob,Purchase,63.15,49.39
1786001894.682562,David,Logout,51.21,30.04
1786001894.6825666,David,Login,65.32,24.53
1786001894.6825695,Alice,Logout,70.89,81.29
1786001894.6825721,Alice,Login,60.28,73.74
1786001894.6825771,Bob,Purchase,62.62,75.13
1786001894.6825802,Alice,Purchase,58.04,20.22
1786001894.682583,Bob,Logout,12.11,48.14
1786001894.6825862,Charlie,View,33.99,51.93
1786001894.6825886,Charlie,View,50.86,89.86
1786001894.6825914,Bob,Logout,48.71,81.24
1786001894.6825938,Charlie,Purchase,56.98,56.11
1786001894.6825967,David,Login,53.61,28.39
1786001894.6825988,Charlie,Purchase,17.92,49.37
1786001894.6826017,Charlie,Search,67.77,41.68
1786001894.6826046,Alice,Search,12.4,59.86
1786001894.6826072,David,Search,39.19,57.01
1786001894.68261,Bob,Logout,80.32,52.6
1786001894.6826124,Emma,Purchase,21.28,34.95
1786001894.6826153,David,View,59.13,30.7
1786001894.682618,David,Purchase,48.45,90.36
1786001894.6826208,Charlie,Purchase,49.02,45.23
1786001894.6826231,Emma,Search,87.0,64.47
1786001894.682626,Bob,Purchase,18.9,89.4
1786001894.6826286,Bob,Logout,31.99,87.18
1786001894.6826315,David,View,11.97,25.4
1786001894.6826339,Charlie,View,13.82,58.42
1786001894.6826365,David,Search,89.96,44.37
1786001894.6826391,Emma,Search,44.47,68.83
1786001894.682642,David,View,67.28,36.42
1786001894.6826444,David,View,25.96,34.65
1786001894.6826468,Alice,View,23.14,33.24
1786001894.6826496,Charlie,Purchase,73.55,45.95
1786001894.6826534,Bob,View,76.36,36.03
1786001894.682658,Bob,Purchase,83.67,93.19
1786001894.6826608,Charlie,Search,85.96,27.17
1786001894.6826637,Charlie,Login,14.98,74.68
1786001894.6826663,Charlie,Purchase,69.57,47.51
1786001894.6826687,Emma,Search,25.95,73.04
1786001894.6826713,Alice,Logout,30.31,57.66
1786001894.682674,Charlie,Login,35.45,79.04
1786001894.6826768,Alice,Search,76.47,25.34
1786001894.6826794,Charlie,Logout,11.74,40.72
1786001894.6826816,Emma,Login,31.2,27.3
1786001894.6826844,Alice,Login,40.42,77.62
1786001894.6826873,David,Search,20.17,44.94
1786001894.68269,David,Search,64.1,77.17
1786001894.6826952,Charlie,Search,36.1,29.95
1786001894.682698,David,Search,85.55,38.39
1786001894.6827009,David,Logout,35.32,63.86
1786001894.6827033,Bob,Logout,68.02,25.0
1786001894.682706,Charlie,Login,12.7,64.62
1786001894.682709,David,Purchase,22.72,76.3
1786001894.6827118,Alice,Purchase,26.54,26.78
1786001894.6827142,Emma,Login,74.04,46.78
1786001894.6827166,David,Login,29.18,75.76
1786001894.6827192,Charlie,Login,29.93,61.46
1786001894.6827219,David,Logout,28.69,26.62
1786001894.6827242,David,Logout,81.19,83.14
1786001894.682727,Alice,Purchase,87.69,90.02
1786001894.6827297,David,Search,73.22,66.04
1786001894.6827323,David,Search,24.88,38.02
1786001894.682735,Charlie,Purchase,79.05,59.48
1786001894.6827374,Emma,Search,14.95,53.27
1786001894.6827397,Alice,Logout,32.37,84.82
1786001894.6827533,Charlie,View,74.48,53.35
1786001894.6827583,David,Purchase,38.61,60.29
1786001894.6827612,Emma,Search,89.69,32.73
1786001894.6827643,Charlie,Search,82.17,49.79
1786001894.682767,Alice,Login,10.52,93.32
1786001894.6827698,Alice,Logout,87.98,67.81
1786001894.6827722,David,Search,69.24,72.32
1786001894.6827748,Emma,Login,60.9,36.87
1786001894.6827776,David,Purchase,59.23,59.29
1786001894.6827805,Charlie,Search,68.22,40.25
1786001894.682783,Alice,Logout,71.24,24.26
1786001894.6827857,Emma,Logout,35.61,52.34
1786001894.6827886,Charlie,Purchase,34.82,73.97
1786001894.6827915,Bob,Logout,31.6,24.37
1786001894.6827943,Alice,Login,48.54,42.16
1786001894.682798,Bob,Login,16.89,39.63
1786001894.6828003,Emma,Logout,43.56,61.24
1786001894.6828032,Bob,Login,66.96,66.29
1786001894.682806,Emma,Purchase,49.0,39.82
1786001894.682809,Charlie,Purchase,63.82,54.39
1786001894.6828115,Bob,Purchase,53.8,28.52
1786001894.6828141,Bob,Login,68.16,39.64
1786001894.682817,David,View,12.56,29.94
1786001894.6828196,Bob,Logout,76.82,68.91
1786001894.6828225,Alice,Login,75.2,76.51
1786001894.6828275,David,Purchase,75.02,74.33
1786001894.68283,Alice,Search,41.66,64.87
1786001894.682833,David,View,86.16,55.07
1786001894.6828353,Alice,Login,42.44,43.9
1786001894.682838,Alice,Login,23.8,56.3
1786001894.6828406,Alice,Purchase,47.93,84.09
1786001894.6828432,Bob,Logout,41.86,61.92
1786001894.682848,Emma,Logout,12.09,51.15
1786001894.6828506,Emma,Purchase,38.88,53.76
1786001894.6828535,Charlie,Login,57.16,63.51
1786001894.6828558,David,Logout,79.28,27.03
1786001894.6828585,Bob,Logout,26.56,65.58
1786001894.682861,Emma,View,46.23,40.55
1786001894.682864,Charlie,Purchase,43.02,79.61
1786001894.6828663,Emma,Purchase,54.64,26.99
1786001894.682875,David,Search,30.09,42.45
1786001894.6828778,Bob,View,34.64,51.94
1786001894.6828804,David,Purchase,33.23,59.17
1786001894.682883,Emma,Logout,69.41,80.08
1786001894.682886,David,Search,64.82,62.01
1786001894.6828885,Alice,Purchase,31.87,73.77
1786001894.6828914,Alice,Logout,43.79,86.18
1786001894.6828935,Charlie,View,74.51,66.81
1786001894.6828964,Emma,View,46.17,63.05
1786001894.6828988,David,Logout,35.63,37.71
1786001894.6829011,David,Purchase,84.5,21.06
1786001894.6829038,Emma,Logout,78.84,68.27
1786001894.6829066,David,Login,47.92,28.87
1786001894.6829095,Emma,Logout,41.03,88.49
1786001894.682912,David,Purchase,45.29,20.69
1786001894.6829152,Alice,Search,71.66,46.5
1786001894.682918,Alice,View,84.33,68.71
1786001894.682921,Alice,Search,40.21,20.43
1786001894.6829236,Charlie,Login,52.7,24.83
1786001894.6829262,Bob,Logout,88.14,59.32
1786001894.6829288,Charlie,Logout,65.84,38.77
1786001894.6829317,Emma,Search,63.84,40.92
1786001894.6829343,David,Search,49.03,32.43
1786001894.6829388,David,Logout,43.86,78.42
1786001894.6829436,Emma,Logout,21.08,56.11
1786001894.6829462,Charlie,Search,39.57,47.89
1786001894.6829493,Emma,Search,17.05,89.42
1786001894.682952,David,View,31.08,28.43
1786001894.6829567,Charlie,Logout,18.49,86.45
1786001894.6829596,Alice,Search,34.08,38.76
1786001894.6829624,David,Login,30.9,78.39
1786001894.682965,Charlie,Search,48.68,33.01
1786001894.682968,Bob,Logout,55.67,46.71
1786001894.68297,Bob,Login,36.73,91.89
1786001894.682973,Alice,Purchase,61.58,52.2
1786001894.6829755,Bob,Logout,78.45,75.94
1786001894.6829784,Bob,View,73.82,89.55
1786001894.6829808,David,Logout,40.05,61.99
1786001894.6829834,Alice,Purchase,81.3,29.5
1786001894.682986,Alice,Logout,68.5,60.46
1786001894.682989,David,View,40.28,23.06
1786001894.6829915,Bob,Search,25.43,69.72
1786001894.6829941,Alice,Purchase,19.27,37.06
1786001894.682997,Charlie,Logout,60.59,67.65
1786001894.6829996,Charlie,Purchase,83.5,39.3
1786001894.683002,Bob,Purchase,65.46,78.16
1786001894.683005,David,View,42.38,85.05
1786001894.6830077,Charlie,Logout,13.67,36.5
1786001894.6830103,Charlie,Login,73.78,38.8
1786001894.683013,David,Logout,89.27,30.0
1786001894.6830153,Alice,View,53.06,44.41
1786001894.6830182,Charlie,Purchase,59.4,63.97
1786001894.6830208,Bob,Search,85.89,66.45
1786001894.6830237,Charlie,Login,15.99,54.26
1786001894.6830263,Emma,Logout,77.71,90.45
1786001894.683029,David,Logout,84.63,91.5
1786001894.6830337,Alice,Logout,14.48,37.44
1786001894.6830363,David,Login,85.3,49.0
1786001894.6830392,Emma,Purchase,34.4,64.17
1786001894.683042,David,Logout,14.17,48.32
1786001894.6830447,Charlie,Login,70.96,82.16
1786001894.6830468,David,View,57.45,46.77
1786001894.6830494,Bob,Purchase,43.96,80.67
1786001894.6830523,Bob,Logout,18.27,89.81
1786001894.683055,David,Search,43.67,59.32
1786001894.683058,Bob,View,68.85,92.52
1786001894.6830604,Alice,Login,40.46,66.97
1786001894.6830633,David,Logout,40.97,39.54
1786001894.6830661,Charlie,Logout,66.55,83.27
1786001894.6830688,Alice,Logout,81.1,37.49
1786001894.6830733,Bob,Purchase,56.16,54.52
1786001894.683076,David,Search,66.92,34.59
1786001894.6830788,Bob,Search,61.97,75.06
1786001894.6830812,Emma,Login,65.22,82.06
1786001894.6830838,Bob,View,29.4,21.17
1786001894.6830864,Alice,Login,82.48,51.57
1786001894.6830888,Emma,Search,88.52,93.91
1786001894.6830916,Alice,Purchase,78.17,81.15
1786001894.6830943,Emma,Search,70.27,82.04
1786001894.6830974,David,Login,55.54,86.77
1786001894.6831,Emma,Login,84.01,63.52
1786001894.6831024,Charlie,Search,42.08,66.56
1786001894.6831052,Emma,Purchase,61.16,85.03
1786001894.6831079,Alice,Purchase,43.31,86.12
1786001894.6831105,Charlie,View,53.77,20.72
1786001894.6831126,Alice,View,17.31,36.34
1786001894.6831155,Emma,Purchase,57.94,49.2
1786001894.68312,David,Purchase,27.25,37.68
1786001894.6831248,Charlie,Purchase,22.42,64.34
1786001894.6831276,Charlie,Login,50.29,75.87
1786001894.68313,Bob,View,22.3,79.31
1786001894.6831324,Bob,View,76.51,56.91
1786001894.6831353,Alice,View,79.97,54.8
1786001894.683138,Bob,Purchase,22.84,86.73
1786001894.6831403,Emma,Purchase,61.18,20.53
1786001894.683143,David,Search,46.89,82.22
1786001894.6831458,David,Search,76.44,31.05
1786001894.6831489,Emma,View,35.03,72.12
1786001894.683151,Bob,Login,67.46,52.91
1786001894.6831539,Alice,View,19.56,40.04
1786001894.6831565,David,Search,62.48,65.23
1786001894.6831589,Charlie,Login,39.63,26.39
1786001894.6831615,David,Search,86.32,46.18
1786001894.6831641,Charlie,View,22.05,48.54
1786001894.6831677,Charlie,Logout,47.38,30.04
1786001894.6831703,Bob,Logout,84.08,65.39
1786001894.6831732,Alice,View,73.57,90.82
1786001894.6831753,Bob,Search,61.8,54.43
1786001894.683178,David,Search,42.88,56.94
1786001894.6831806,Emma,Purchase,40.75,42.03
1786001894.6831837,Bob,Search,24.19,28.85
1786001894.6831858,Alice,Login,81.11,62.33
1786001894.6831908,Alice,Purchase,74.54,25.04
1786001894.6831937,David,Purchase,42.55,25.83
1786001894.683196,Charlie,Purchase,60.8,78.03
1786001894.6831987,Bob,Search,62.09,83.05
1786001894.6832013,David,Purchase,19.76,64.62
1786001894.683204,Charlie,View,71.98,64.58
1786001894.6832063,Emma,View,61.76,36.39
1786001894.6832108,David,Logout,65.09,63.25
1786001894.6832132,Emma,Logout,20.53,79.65
1786001894.683216,Bob,View,52.04,27.84
1786001894.683219,David,View,83.25,25.04
1786001894.6832218,Emma,Search,16.15,75.41
1786001894.6832242,Alice,Logout,61.97,83.39
1786001894.683228,Charlie,Purchase,45.09,75.72
1786001894.6832306,Emma,Logout,69.14,54.14
1786001894.6832335,Bob,Search,31.61,78.23
1786001894.6832361,Charlie,Login,88.17,43.16
1786001894.6832387,Emma,Purchase,63.66,82.81
1786001894.6832418,Alice,Logout,54.57,22.91
1786001894.6832442,Alice,Search,30.38,22.99
1786001894.6832469,Emma,Login,47.8,66.79
1786001894.6832495,Emma,View,30.3,78.06
1786001894.6832519,Alice,Purchase,15.26,59.55
1786001894.6832547,David,Logout,69.04,40.27
1786001894.6832576,Alice,Search,38.23,28.18
1786001894.6832604,Charlie,Logout,74.96,42.67
1786001894.683263,Charlie,Login,14.31,68.2
1786001894.6832652,David,View,86.68,69.82
1786001894.6832683,David,Login,87.75,88.7
1786001894.683271,David,Purchase,79.36,49.38
1786001894.6832736,Alice,Login,26.4,54.73
1786001894.6832762,Bob,Search,78.27,76.88
1786001894.683279,Alice,View,20.81,72.81
1786001894.6832817,Alice,Logout,54.96,85.36
1786001894.6832843,Charlie,Login,15.05,73.34
1786001894.6832867,Emma,Login,19.74,48.42
1786001894.6832895,Emma,Login,63.99,64.05
1786001894.6832922,David,Purchase,84.99,53.49
1786001894.6832945,Emma,Logout,82.65,22.59
1786001894.683301,Emma,Purchase,61.79,44.75
1786001894.6833036,Bob,Login,59.91,65.16
1786001894.6833062,David,View,46.02,74.48
1786001894.6833093,Alice,View,50.67,21.44
1786001894.6833138,Emma,Logout,33.45,42.08
1786001894.6833165,Charlie,Purchase,27.88,78.45
1786001894.6833193,Emma,Purchase,65.7,21.72
1786001894.683322,Alice,View,38.58,51.81
1786001894.6833243,David,Search,87.86,25.71
1786001894.6833274,Alice,Login,55.54,21.89
1786001894.68333,Alice,View,23.66,26.56
1786001894.6833327,David,Purchase,65.35,77.3
1786001894.683335,David,Search,36.4,86.42
1786001894.6833382,Charlie,Purchase,20.3,37.93
1786001894.6833408,David,Login,31.51,78.53
1786001894.6833436,Bob,Search,88.39,20.96
1786001894.6833463,Alice,Purchase,47.43,54.95
1786001894.6833491,David,Logout,86.6,49.16
1786001894.6833518,Alice,Search,12.51,31.19
1786001894.6833541,David,View,27.69,51.84
1786001894.6833568,Charlie,Login,33.22,77.62
1786001894.6833594,Alice,Purchase,63.46,60.24
1786001894.6833622,Emma,Logout,30.35,69.0
1786001894.6833649,Charlie,Purchase,54.27,48.03
1786001894.6833677,Charlie,Login,41.4,85.37
1786001894.6833704,Emma,Search,10.4,46.79
1786001894.6833727,David,Login,13.7,94.16
1786001894.6833754,Emma,Search,61.59,52.98
1786001894.683378,Alice,Login,63.41,77.67
1786001894.6833804,Bob,View,55.66,74.18
1786001894.683383,Alice,View,67.62,29.19
1786001894.6833856,Charlie,Search,87.65,81.58
1786001894.6833901,David,Search,47.97,50.31
1786001894.683393,David,Login,76.04,50.84
1786001894.6833956,Emma,Purchase,17.87,70.44
1786001894.6833982,Alice,View,17.83,84.59
1786001894.6834009,Bob,Logout,70.74,81.17
1786001894.6834037,Emma,Search,76.93,86.23
1786001894.6834064,Charlie,Purchase,64.94,53.93
1786001894.6834092,Bob,View,13.78,35.34
1786001894.6834116,Bob,Search,81.55,91.1
1786001894.6834145,David,Login,38.9,32.58
1786001894.6834183,Charlie,Logout,61.99,46.03
1786001894.683421,Alice,Search,66.27,23.72
1786001894.6834238,Bob,Search,69.35,74.29
1786001894.6834261,Emma,Purchase,12.63,74.35
1786001894.6834288,David,Login,83.07,72.39
1786001894.6834338,Bob,Purchase,80.24,23.27
1786001894.6834369,Emma,View,42.04,27.81
1786001894.6834393,Charlie,Logout,59.45,88.91
1786001894.6834419,David,View,11.76,69.11
1786001894.6834445,Bob,Purchase,77.44,58.15
1786001894.6834474,Bob,Search,19.58,75.31
